,label,sentence
285,0,Next  we [EXPE] ESCO1  ESCO2 and DDX11 in [GENE] cells 
286,0,"to determine which of these phosphorylation sites may be responsible for the temporal and spatial control of [GENE] , we performed mass_spectrometry on gfp-kif2b isolated from mitotic cells treated with kinase [EXPE] versus untreated mitotic cells"
287,0,Under conditions of septin [EXPE]  DsRed-SEPT7 formed short fibers when coexpressed with [GENE] and SEPT6 
288,0,Pre-treatment of MV0 with SKIP also [EXPE] membrane fusion as expected (  Fig [GENE]  ) 
289,1,The strongest suppressor effects were observed for the [EXPE] of components of the [GENE] ( Figure  6 A ) 
290,0,The [GENE] is a well-characterized APC/C [EXPE] (  Jia  et al  2013 ;  Musacchio 2011  ) 
291,0,The association of GAF with Iswi ( NURF  [GENE] ) and Pzg/Z4 was additionally confirmed by [EXPE] ( Figure E in  S1 File  ) 
292,0,"we found that  cdc20b  [EXPE] did not interfere with acquisition of the mcc [GENE] ( supplementary figure  6a–e  ) , but severely impaired multiciliogenesis , as revealed by immunofluorescence and electron_microscopy ( fig.  5a–i  )"
293,1,"similarly , although most wild type cgnps each contained two centrioles , as determined by γ ˜tubulin- and cep120-positive staining , most cep120 mutant cells lacked both γ ˜tubulin and [GENE] [EXPE]"
294,0,Stathmin depletion or a pulse of CDK1 [EXPE] to lengthen G2 increased the level of cleaved [GENE] 
295,0,That said  suprabasal [GENE] was significantly reduced in  ACD  [EXPE] and restored by  mRFP1-LGN  rescue 
296,1,"we therefore tested whether [GENE] and pcm1 might also interact , using a yeast_two-hybrid approach and immunoprecipitation ( [EXPE] ) assays"
297,0,"confocal [EXPE] analysis in mcf7 cells confirmed that nek2 co-localizes in the nuclear speckles with srsf1 and srsf2 (  figure 1 c ) , two serine/arginine-rich ( [GENE] ) proteins commonly used as markers of these structures (  24  )"
298,1,"Unlike A549 cells , [GENE] [EXPE] in U2OS ALT cells caused a significant reduction in H3.3S31ph staining on chromosome arms ( Figure  4B  ) , however , the presence of H3.3S31ph remains prominent at pericentric satellite DNA repeats."
299,1,[EXPE] assays demonstrated the co-localization of [GENE] and CEP55 in the cytoplasm of the two cell lines ( Fig  5g  ) 
300,0,"[EXPE] were then continuously exposed to the drug until zt6′ , to cover the period of increased d1 transcript expression and rapid increase in the number of brdu-positive cells , requiring cyclin-activated [GENE] kinases to move cells toward the g 1 /s checkpoint"
301,0,We confirmed that Tipin [EXPE] (  Figure 5A  ) suppresses [GENE] binding to chromatin (  Figure 5B  ) 
302,0,"we purified  drosophila  [GENE] without his tags , mixed it with tubulin , and assessed its molecular activity in four independent experiments ( the autonomous plus end–tracking ability of  drosophila  eb1 was confirmed by using [EXPE] eb1-gfp;  fig. 2 , a and b  , bottom )"
303,1,We also [EXPE] whether other SMC proteins interacted with [GENE] 
304,0,"the addition of the mg132 is to prevent the degradation of the [GENE] and slippage , as the [EXPE] of mps1 would sharply accelerate anaphase onset 34 36"
305,1,Immunofluorescence and [EXPE] showed no specific accumulation of [GENE] in GV oocytes ( Figure  1B  ) 
306,1,The structure of the carboxy-terminal domain of [GENE] ( 197–316 ) was determined by [EXPE] spectroscopy 
307,1,To assess its function  [GENE] was knocked down by [EXPE] of ERK3 MO 
308,0,"in order to reduce the incidence of cell line-dependent variables , we compared both parental  oa1 +/+  and  oa1 +/−  versus  oa1 −/−  lines , and transduced  oa1 [EXPE] loa1sn versus  [GENE] −/− loa1δ18sn lines"
309,0,"[EXPE] results confirmed this , the results showed that in the [GENE] and mii stage oocyte , there is no expression of exogenous gfp-tbp at the chromosomes (  figure 1b  )"
310,0,Cells [EXPE] with siBCL-W were incubated with nocodazole ( [GENE] ) and analyzed with live-cell imaging as before   
311,1,After transfection  [GENE] expression was assessed by [EXPE] microscopy and Western blotting 
312,0,These findings raised the possibility that  [GENE] T/T  mice were virtual  Cep57  [EXPE] 
313,0,"[EXPE] by total internal reflection fluorescence ( tirf ) microscopy of lifeact-mcherry revealed a reduction in the area of cell-surface contact upon [GENE] inhibition , reflecting the above described rounding up of cells (  figure 3f  )"
314,0,Therefore  it was tested whether [EXPE] of VRK1 might affect the stability of [GENE] 
315,0,To evaluate the lethal phenotype caused by 17-AAG and either [GENE] siRNA or BUB1 siRNA  we used the [EXPE] assay 
316,0,In all  our results show that Swe1 contributes to M-CDK [EXPE] redundantly with the S phase checkpoint effector kinase [GENE] 
317,0,These data show that the depletion of HSET can [EXPE] multipolar spindle formation in [GENE] depleted cells 
318,0,"as shown in figure  2g  , co-ip revealed that pc-1 overexpression enhances [GENE] and ar interactions , thus further substantiating the gst-pulldown assay results , with gst-chip able to [EXPE] more ar protein when incubated with hek293 cell lysates cotransfected with pc-1 ( figure  2h  )"
319,0,Indeed  Skp2 depletion  but not Cdt2 [EXPE]  remarkably increased the soluble [GENE] protein levels (  Fig 6c  ) 
320,0,p21 [EXPE] increased the clonogenic survival of [GENE] AS  cells in the presence of 3MB-PP1 (  Fig 3  G and H ; and Fig S1 F ) 
321,0,To directly test the involvement of [GENE] in the astrin phenotype  cells were simultaneously [EXPE] of astrin and separase 
322,0,Therefore  we generated a [EXPE] GFP-Bora cell line to study [GENE] localization (  17  ) 
323,1,Six CG genes (  MAGEA1    MAGEA3    CTCFL    CTAG2    SSX1    and [GENE]  ) were analyzed by [EXPE] 
324,0,"many interphase cells showed similar [EXPE] for ps187 , but others displayed speckled staining similar to that of mouse 10t1/2 cells stained by antiserum to phosphorylated  tetrahymena thermophila  [GENE]"
325,0,The wild-type [GENE] immunoprecipitate  but not the mutant Chfr [EXPE]  contained ubiquitinated protein( s ) (  Fig 3  D ) 
326,1,"However , transfection of a [GENE] [EXPE] , the efficacy of which was verified by Western blotting in Fig.  1b  , efficiently reverses the senescent phenotype , and as can be seen from the EdU incorporation assay in Fig.  1c and d  these cells re-enter the cell cycle and activate DNA replication."
327,0,"two independent sirnas targeting [GENE] were used to examine the role of kifc1 in the development and progression of hcc , with that the mrna and protein expression of kifc1 shown to be significantly [EXPE] by rt-qpcr and western blot analyses at 48 h post-sirna transfection (  fig. 2b and c  )"
328,1,[EXPE] using pan-Pit-1 antibodies indicated that [GENE] was expressed in murine fibroblasts but not HeLa cells (  Figure S6  ) 
329,0,"importantly , depletion of [GENE] rescued the increase in paclitaxel-induced microtubule stabilization following fer [EXPE] ( fig.  5e  )"
330,0,In addition  p62 and [GENE] protein levels increased upon GFP-PCM1 [EXPE] (  Figures 5 F and 5G ) 
331,0,However  HSC2 and [GENE] cells showed no gene amplification or mRNA [EXPE] 
332,1,"two independent sirnas targeting kifc1 were used to examine the role of kifc1 in the development and progression of hcc , with that the mrna and protein expression of [GENE] shown to be significantly silenced by [EXPE] and western blot analyses at 48 h post-sirna transfection (  fig. 2b and c  )"
333,0,However  we could not estimate the amount of [GENE] as our preparations were not [EXPE] to homogeneity 
334,1,We next determined if [GENE] is localized at centromeres during meiosis by [EXPE] larval testes with anti-CENP-C antibody 
335,1,We found that cells [EXPE] with siRNA to either [GENE] or -B again accumulated with a 4N DNA content (  Fig 1  D ) 
336,0,"cells that contain dna [GENE] show multiple punctate foci of γ-h2ax staining (  rogakou  et al.  , 1999  ) , whereas cells that are apoptotic will have a pannuclear [EXPE] pattern (  marti  et al.  , 2006  )"
337,0,Because [GENE] is critical for mitosis and proliferation  complete [EXPE] of Plk1 can impede cell viability 
338,0,Thus  using three independent [EXPE]  we find that mutation of Mad3 [GENE] boxes abrogates spindle checkpoint arrests 
339,1,"importantly , depletion of crmp2 rescued the increase in paclitaxel-induced microtubule stabilization following [GENE] [EXPE] ( fig.  5e  )"
340,1,"the addition of the mg132 is to prevent the degradation of the cdc20 and slippage , as the [EXPE] of [GENE] would sharply accelerate anaphase onset 34 36"
341,1,Our previous biochemical and [EXPE] studies have shown that the [GENE] WT  dimer contains at least one copy of C-Mad2 [ 17 ] 
342,0,"to validate the [EXPE] results , we examined the interaction of endogenous pten with eg5 and detected pten-bound eg5 in both hela cells and  pten +/+  mefs , but not in  [GENE]  null cells (  fig. 3c ;  supplementary fig. 3b  )"
343,0,Importantly  [EXPE] experiments revealed that SAS-5 [GENE]  forms a stable dimer (  Figure 3A  ) 
344,0,"these observations suggest that both flfl and cenp-c are novel substrates of [GENE] , although we cannot rule out the possibility of the indirect [EXPE] of some secondary phosphatase on pp4 knockdown"
345,0,"interestingly , vhl [EXPE] into hcc1937 or [GENE] in a498 can induce taxol-mediated cytotoxicity (  figure 4 f  and  g  )"
346,1,Next  [EXPE] certified the upregulation of ULK1 and [GENE]  but not of ATG8A and ATG16L2 ( Fig  3d  ) 
347,0,Finally  we performed  in vitro  kinase assays with [EXPE] Plk4 1–317   revealing that [GENE] is a Plk4 substrate (  Fig 6a  ) 
348,1,Flag-tagged [GENE] was immunoprecipitated and analyzed by Western [EXPE] using the pSer-130 antibody (  Figure 6A  ) 
349,1,"to investigate whether pwwp2a can recognize ptms on histone tails , we incubated [EXPE] [GENE] or its truncations with micrococcal nuclease ( mnase )-digested mononucleosomes derived from hela kyoto ( hk ) cells and investigated ptm enrichment in immunoblots ( fig.  2c  )"
350,0,"treatment of degron-orc6–depleted cells with caffeine , an inhibitor of [GENE] checkpoint kinases known to bypass g2 arrest , decreased the percentage of 4n cells from 66 to 42% after 24 h; it correspondingly reduced supernumerary centrosomes and multipolar spindle formation between 16 and 20 h after degron-orc6 [EXPE] (  fig. 2 e  )"
351,0,to examine whether this interaction might target apc to eb1-δn2-gfp aggresomes we co-immunostained [EXPE] cells with antibodies to [GENE] and gfp and examined them using confocal_microscopy
352,1,supernumerary centrosomes were also more frequent in fibroblasts from a  [GENE]  h1047l -driven human overgrowth syndrome [EXPE] 21  ( supplementary fig.  6c  ) and in mcf-10a human mammary epithelial cells transiently transfected with p110α h1047r  ( supplementary fig.  6d  )
353,0,immunofluorescence [EXPE] of stat3 showed that nuclear [GENE] was depleted upon treatment with ym155 u-266 and ina-6 cells (  suppl
354,0,Thus  when the [GENE] activation loop is sustained by PKA [EXPE]  cyclin degradation is delayed in an MPF-dependent fashion 
355,0,To evaluate the long-term growth potential of cells that lack endogenous [GENE]  we performed clonogenic survival [EXPE] 
356,0,"quantitative rt-pcr in transiently tp53 or tp63 depleted hfks confirms that down-regulation of [GENE] , msh2 and xrcc4 occur in a tp53-dependent manner in both transiently and stably tp53 [EXPE] cells ( figure  5g  and figure s13c–e )"
357,0,[EXPE] video microscopy was performed 12 h after [GENE] suppression 
358,1,The results coincide with data in the BioGRID protein [EXPE] that predict the DIDO and [GENE] interaction for  Homo sapiens  
359,0,Consistent with the known interaction between Ska1 and Hec1  EB1 [EXPE] also showed the presence of [GENE] 
360,1,Moreover  [EXPE] of Cul5  but not [GENE]  stabilized DDA3 (  Fig 2  J and K  ) 
361,0,However  no Talpid3 truncation mutants significantly [EXPE] the phenotypes associated with [GENE] deletion ( Fig S3  H and I ) 
362,1,To test whether CEP peptide could inhibit binding of [GENE] to CEP170 in cells  proximity ligation [EXPE] were performed 
363,1,[EXPE] of Aurora B or [GENE] led to a significant reduction of the Polo T182ph  signal at centromeres (  Figure 4G  ) 
364,0,"two independent sirnas targeting kifc1 were used to examine the role of kifc1 in the development and progression of hcc , with that the mrna and protein expression of [GENE] shown to be significantly silenced by rt-qpcr and western blot analyses at 48 h post-sirna [EXPE] (  fig. 2b and c  )"
365,1,To analyze [GENE] function in somatic cells  we [EXPE] the protein by RNAi (  Fig 6  C  D  and E  ) 
366,0,We used three sets of siRNA targeting myosin Va  [EXPE]  siRNA2 and siRNA3  to repress [GENE] expression in Hela cells 
367,0,"two independent sirnas targeting [GENE] were used to examine the role of kifc1 in the development and progression of hcc , with that the mrna and protein expression of kifc1 shown to be significantly silenced by [EXPE] and western blot analyses at 48 h post-sirna transfection (  fig. 2b and c  )"
368,0,"however , the [EXPE] of some scf subunits (  roc1a  ,  cul-1  , and  rca1  ) induced interphase arrest , as [GENE] regulates cell cycle progression (  vodermaier , 2004  ) , preventing assessment of their roles"
369,0,Myc-Sgo1 was functional  as it [EXPE] the premature sister-chromatid separation phenotype of [GENE] RNAi cells 18   23  
370,1,To gain further insight into the dynamic behavior of these two spindle populations of [GENE] in NBs  we used live-cell [EXPE] 
371,1,[EXPE] imaging revealed that during division  GFP-TgATG8 [GENE] the ends of the plastid 
372,0,"two independent sirnas targeting kifc1 were used to examine the role of [GENE] in the development and progression of hcc , with that the mrna and protein expression of kifc1 shown to be significantly silenced by [EXPE] and western blot analyses at 48 h post-sirna transfection (  fig. 2b and c  )"
373,1,We tested this notion by candidate gene approach and [EXPE] for genetic interactions with other [GENE] genes 
374,1,"interestingly , [GENE] [EXPE] into hcc1937 or brca1 in a498 can induce taxol-mediated cytotoxicity (  figure 4 f  and  g  )"
375,0,HeLa cells expressing H2B-GFP were treated with mock [EXPE]  a mix of siRNAs against [GENE]  or Son siRNA oligo 4 
376,0,We checked if [GENE] OE was able to [EXPE] the loss of astral MTs upon MISP KD 
377,1,We also observed a higher level of Hsp90b1 than [GENE] transcripts as it could be expected from [EXPE] data  [2]  
378,0,FQI1 did diminish [EXPE] of endogenous tubulin with [GENE] antibodies (  Fig S4 C  )  supporting the recruitment model 
379,0,To explore which mechanism [GENE] works through  MI oocytes were collected for [EXPE] of SKA1 and immunostaining of TACC3 
380,1,"Remarkably , upon [EXPE] of [GENE] and MCAK , there was a dramatic reduction in misaligned chromosomes as compared with GTSE1 RNAi alone (  Fig. 4 H  )."
381,1,Additionally  we observed that [GENE] is involved in the timely [EXPE] of Wee1 and Myt1 kinases 
382,0,"if smc3 deacetylation by hos1 at k112 and k113 is important for removal of cohesins in early anaphase , we can make the following two predictions: first , acetyl-smc3 would be bound to anaphase chromosomes longer in hos1-depleted cells; second , non-acetyl  [GENE]  mutants–e.g. , replacement of lysines with arginines at these sites ( k112r k113r )–would [EXPE] timely chromosome segregation in hos1-depleted cells"
383,0,"[EXPE] imaging of cgns expressing phluorin-tagged jam-c , an immunoglobulin superfamily adhesion molecule essential for [GENE] migration [ 47 ] , and either utrch-abd-egfp or lifeact-egfp , revealed surface jam-c at punctate junctions within the leading process and in larger adhesion plaques within the neuronal soma ( figure  8 a ,d , movies in additional files  24  ,  25  ,  26  and  27  )"
384,1,"the double mutants of  swi7h4  with  rhp51  ,  [GENE]  ,  rqh1/hus2  and  mus81  [EXPE] were constructed using standard genetic crosses and their survival was compared at semi and non permissive temperature"
385,0,"on average 28.2 ± 1.9 ( 9 sections from 3 [EXPE] )  dla -positive cells could be detected per section , 28.4 ± 3.5% and 69.2 ± 3.4% of which resided at the ilc and [GENE] , respectively"
386,0,Control CEFs were transfected with a control [EXPE]  or with one or both [GENE] morpholinos (  Fig 6 G ) 
387,0,Fifty proteins were identified in two [GENE] coIP samples  but not in the COPS5 [EXPE] sample (  Figure 2 B and  Table S2  ) 
388,1,"in order to reduce the incidence of cell line-dependent variables , we compared both parental  oa1 +/+  and  oa1 +/−  versus  oa1 −/−  lines , and transduced  oa1 −/− loa1sn versus  [GENE] [EXPE] loa1δ18sn lines"
389,0,"we purified  drosophila  eb1 without [GENE] tags , mixed it with tubulin , and assessed its molecular activity in four independent experiments ( the autonomous plus end–tracking ability of  drosophila  eb1 was confirmed by using [EXPE] eb1-gfp;  fig. 2 , a and b  , bottom )"
390,0,Limiting titration of the specific Plk1 [EXPE] BI2356 revealed a synthetic interaction with [GENE] depletion 
391,0,"consistently , this helicase-deficient pich k128a mutant was less efficient in forming anaphase threads when the endogenous pich was [EXPE] (  supplementary figure [GENE]  )"
392,1,Therefore  we used ten meningioma tissue samples for each WHO grade and [EXPE] them for KIFC1  [GENE]  KIF11  KIF14 and KIF20A 
393,1,More than 80% of [GENE] or Smc6 protein was [EXPE] after two rounds of transfection ( 72 h in total ) 
394,1,"the stage-dependent changes in the distribution of [GENE] , npcs , the nuclear lamina , isolated intranuclearlaminar vesicles and nuclear envelope invaginations were studied with [EXPE] of zygote- to blastocyst-stageembryos stained for chromatin ( dapi ) and immunostained for nup153 and lamin b. we scanned and analyzed 112pronuclei/nuclei in 28 embryos"
395,1,"to further investigate cell cycle differences , we examined histone h2b-mcherry-expressing uwb1.289 cells [EXPE] with [GENE] 4p  or wild-type virus as they progressed through mitosis using live-cell confocal imaging"
396,0,"treatment of degron-orc6–depleted cells with caffeine , an [EXPE] of g2 checkpoint kinases known to bypass [GENE] arrest , decreased the percentage of 4n cells from 66 to 42% after 24 h; it correspondingly reduced supernumerary centrosomes and multipolar spindle formation between 16 and 20 h after degron-orc6 depletion (  fig. 2 e  )"
397,0,We conclude that loss of [GENE] is common in human cancer  and [EXPE] of MCPH1 in vitro causes CA 
398,0,"to investigate the effects of  ash1  knockdown on pc:egfp kinetics , it was necessary to use transient [EXPE] expression to enable [GENE] survival"
399,1,We depleted  Drosophila  [GENE] β and ξ isoforms in S2 cells by [EXPE] and overexpressed Pavarotti 
400,0,The most effective RNAi sequences  termed [GENE] sh2 and sh3  were packaged into [EXPE] for subsequent experiments 
401,0,PtK1 cells stably expressing [GENE] I–GFP were treated with an Eg5 [EXPE]  either monastrol or trityl-cysteine 
402,0,"in order to reduce the incidence of cell line-dependent variables , we compared both parental  oa1 +/+  and  oa1 +/−  versus  oa1 −/−  lines , and [EXPE]  oa1 −/− loa1sn versus  [GENE] −/− loa1δ18sn lines"
403,1,[EXPE] and immunoblot analysis confirmed depletion of [GENE] (  Figure 2a  ) 
404,1,fig. 9  c shows the characteristic mann ii staining pattern of mef cells [EXPE] with active mkk and wild-type [GENE] and the reversal with expression of erk2 ( tef ) mutant
405,1,We first used the immunofluorescence [EXPE] to investigate the distribution of [GENE] proteins in mouse testes 
406,1,"importantly , in cells that were already in mitosis at the time of drug addition , simultaneous [EXPE] of both wee1 and [GENE] did not cause mitotic substrate dephosphorylation (  figure 6b  )"
407,0,a  Expression of [GENE]  its target p21 or γH2AX by western [EXPE] 24 h after sbUV 
408,1,To pinpoint which domain( s ) of [GENE] are methylated  a 3× MBT pull-down [EXPE] was conducted 
409,1,In addition  in the [EXPE] for streptavidin  biotinylated mouse [GENE] exactly colocalized with the wild-type CKAP2 proteins 
410,0,To this end  we overexpressed EGFP tagged [GENE] in U2OS cells and [EXPE] for endogenous PLK4 (  Figure 3D–G  ) 
411,1,"as shown in figure  2g  , co-ip revealed that [GENE] [EXPE] enhances chip and ar interactions , thus further substantiating the gst-pulldown assay results , with gst-chip able to pull-down more ar protein when incubated with hek293 cell lysates cotransfected with pc-1 ( figure  2h  )"
412,1,Furthermore  [GENE]  CCNE1  and E2F1 were preferentially [EXPE] in ERGO tumors and RB1 was preferentially underexpressed 
413,0,"importantly , depletion of crmp2 [EXPE] the increase in paclitaxel-induced microtubule stabilization following [GENE] depletion ( fig.  5e  )"
414,0,These results suggest that [GENE] nuclease activity is required to [EXPE] G1 DNA damage accumulation in cells lacking BRCA2 
415,0,"in contrast , [GENE] was no longer observed at the mtocs following plk4 [EXPE] ( n = 8 ) , although it was still found in interphase nuclei and over the mitotic spindle , indicating that cep152 requires plk4 to localize to the mtocs"
416,0,Collectively  most of sarcoma tissues in Oncomine [EXPE] had a higher expression of [GENE] compared to that in normal issues 
417,1,Anaphase timing in HeLa Tet-on cells expressing Sgo1 WT  and [GENE] ND  was determined from [EXPE] movies 
418,0,"to investigate whether pwwp2a can recognize [GENE] on histone tails , we incubated recombinant pwwp2a or its truncations with micrococcal nuclease ( mnase )-digested mononucleosomes derived from hela kyoto ( hk ) cells and investigated ptm enrichment in [EXPE] ( fig.  2c  )"
419,1,"if this was due to impaired plk1 activation , overexpressing a constitutively active [GENE] should [EXPE] this reduction"
420,1,Immunofluorescent [EXPE] of seminoma tumor sections confirmed a reduction in [GENE] (  Figure 1C–G  ) 
421,1,Western blot analysis of lysate from these cells shows that the [EXPE] successfully deplete Rilpl1 and [GENE] (  Figure 5A  ) 
422,1,"neither panks nor [GENE] [EXPE] triggered tpx2 upregulation or similar multi-nucleation phenotypes seen with coasy knockdown ( supplementary fig.  6h , i  )"
423,1,We next tested whether DDA3 directly interacts with [GENE] in an in vitro binding [EXPE]   
424,0,"[EXPE] of cenp-w impairs cenp-a loading (  fig. 4c and 4f  ) , but this is due to co-depletion of [GENE] ( lane 5 in  fig. 4c  )"
425,0,Regardless  these data provide further evidence that [GENE] is likely a potent [EXPE] of the APC/C in vivo 
426,1,e  MBP-tagged [GENE]  MKLP1 AQA  or MBP alone were [EXPE] in yeast and used for MBP pull-down assay 
427,0,Similarly  [GENE] staining was reduced in  Cp110 [EXPE]  compared with wild-type MEFs (  Fig 5 F ) 
428,1,"we also monitored the chromosome alignment and anaphase onset with time-lapse microscopy and found that [GENE] [EXPE] caused a significant delay in chromatid segregation (  fig. 2 , g and h ; and  videos 1  and  2  )"
429,1,The interaction between [GENE] and Chl1 was further validated using [EXPE] ( Y2H ) analysis 
430,1,GST [EXPE] assay using purified EB1–GST and purified His-tagged [GENE] showed Ska1 association with EB1–GST (  Fig 3b  ) 
431,1,K562 cells were [EXPE] with empty vector or WT [GENE]  as well as single and double mutants ( S286  S393A  S286A/S393A ) 
432,0,"we also confirmed that the tumors formed by gli3-shr1-caski cells had sustained gli3 knockdown as reflected by significantly reduced gli3 mrna measured with [EXPE] (  fig. 7g  ) , confirming that the similar tumorigenic property between the control and gli3-shr cells was not due to the loss of [GENE] knockdown"
433,1,To further examine [GENE] expression in fresh HCC tissues  [EXPE] IHC staining was employed 
434,0,"to investigate whether pwwp2a can recognize ptms on histone tails , we incubated recombinant pwwp2a or its truncations with micrococcal nuclease ( mnase )-digested mononucleosomes derived from hela kyoto ( [GENE] ) cells and investigated ptm enrichment in [EXPE] ( fig.  2c  )"
435,0,"we expected many such hits , but only [GENE] passed all our prioritization criteria , probably because cells would have had to arrest within ∼12 hours of addition of [EXPE] treatment , which would select for very unstable and/or dose-sensitive proteins"
436,1,"to induce knockdown of mastl , mda-mb-231 cells expressing h2b-mcherry were stably transduced using an inducible lentiviral vector containing a bicistronic internal ribosome entry site ( ires ) vector with green fluorescent protein ( gfp ) and short hairpin rna ( [EXPE] ) against [GENE] ( shmastl ) or a scramble control ( shcontrol )"
437,1,To test this  we depleted [GENE] from RPE-1 cells by lentivirus-mediated short [EXPE] RNA ( shRNA ) treatment 
438,1,"as shown in figure  2g  , co-ip revealed that pc-1 overexpression enhances chip and ar interactions , thus further substantiating the gst-pulldown assay results , with gst-chip able to [EXPE] more [GENE] protein when incubated with hek293 cell lysates cotransfected with pc-1 ( figure  2h  )"
439,1,Likewise  [EXPE] and ectopic localization of [GENE] is a characteristic feature of many types of cancers (  32  ) 
440,0,We observed the presence of SAC components Mad1  Zw10 and [GENE] in the mitotic LIC2 affinity [EXPE] (  Fig 7A  ) 
441,0,"intriguingly , quantification of the linear distances of migrating [GENE] showed that wt cells migrated almost three times as far as their  pac  [EXPE] r counterparts (  figure 4d  , 31.2 μm versus 12.9 μm ,  p <0.0001 )"
442,1,"quantification of cyclin b1 localization in g2 cells 6 h after oht addition , shows that ~30% of the cells translocated cyclin b1 to the nucleus , and this was completely suppressed by the addition of an [GENE] [EXPE] ( fig.  2d  )"
443,1,"[GENE] were then continuously exposed to the [EXPE] until zt6′ , to cover the period of increased d1 transcript expression and rapid increase in the number of brdu-positive cells , requiring cyclin-activated d1 kinases to move cells toward the g 1 /s checkpoint"
444,1,"We find that the [GENE] [EXPE] SB218078 leads to a reduction in H3.3S31ph in ALT cell lines including SKLU1 , U2OS , Saos-2 and KMST6 , but not in non-ALT , telomerase-positive A549 cells ( Figure  4  and Supplementary Figure S7 )."
445,1,"we found that  [GENE]  [EXPE] did not interfere with acquisition of the mcc fate ( supplementary figure  6a–e  ) , but severely impaired multiciliogenesis , as revealed by immunofluorescence and electron_microscopy ( fig.  5a–i  )"
446,0,2–4-h-old wild-type and  [GENE]  embryos were fixed and [EXPE] for α-tubulin to show MTs (  Fig 9  A and B  ) 
447,1,"as shown in figure  2g  , [EXPE] revealed that pc-1 overexpression enhances chip and [GENE] interactions , thus further substantiating the gst-pulldown assay results , with gst-chip able to pull-down more ar protein when incubated with hek293 cell lysates cotransfected with pc-1 ( figure  2h  )"
448,0,Importantly  [EXPE] of SMURF2 strongly counteracted the remodeling of Cx43 [GENE] junctions during mitosis (  Fig 2C  ) 
449,0,"notably , expression of the [GENE] kr  mutant was not fully effective in rescuing the apc4 knockdown defects , in comparison to full [EXPE] by apc4 (  figure 2a and c–e  )"
450,0,"to identify the phosphorylation sites of cap-h2 by [GENE] , 293 cells were [EXPE] with gfp-mps1 wild-type ( wt ) or kinase-dead mutant ( kd ) and flag-cap-h2 (  fig. 2 c  )"
451,1,"to test this , we returned mps1 to its hypophosphorylated , inactive state by [EXPE] of [GENE] and asked whether it could re-activate in mitosis in the absence of aurora b activity"
452,0,In sharp contrast  there was a dramatic increase in [EXPE] for the Clara cell marker [GENE] in  Cby −/−  lungs 
453,1,"however , the inability of protame to inhibit yfp‐mcl‐1 loss even when combined with [GENE] [EXPE] ( fig  ev4 a ) favours the conclusion that apc/c‐dependent mcl‐1 degradation during mitotic arrest does not require the stimulation of the apc/c by cdc20"
454,0,"to validate the [EXPE] results , we examined the interaction of endogenous pten with [GENE] and detected pten-bound eg5 in both hela cells and  pten +/+  mefs , but not in  pten  null cells (  fig. 3c ;  supplementary fig. 3b  )"
455,0,"we also confirmed that the tumors formed by gli3-shr1-caski cells had sustained [GENE] knockdown as reflected by significantly reduced gli3 mrna measured with qrt-pcr (  fig. 7g  ) , confirming that the similar tumorigenic property between the control and gli3-shr cells was not due to the loss of gli3 [EXPE]"
456,1,"In addition , [GENE] [EXPE] PC3 cells and DAB2IP-knockout MEFs exhibited reduced mitotic index by nocodazole treatment when compared to DAB2IP positive cells ( Figure  4D  ,  E  and Supplementary Figure S1 )."
457,1,Dephosphorylation of PLK3 was further pronounced when we [EXPE] PP6 with the regulatory subunit [GENE] (  Figure 6 D ) 
458,1,[EXPE] of both HDAC1 and [GENE] was sufficient under both single and co-depletion conditions (  Figure S5  ) 
459,1,To this end  we partially depleted [GENE] from Huh75 cells by [EXPE] 
460,0,"as shown in figure  2g  , [EXPE] revealed that [GENE] overexpression enhances chip and ar interactions , thus further substantiating the gst-pulldown assay results , with gst-chip able to pull-down more ar protein when incubated with hek293 cell lysates cotransfected with pc-1 ( figure  2h  )"
461,1,"to identify plk2 interacting proteins and potential substrates , we [EXPE] an egfp-tagged plk2 kinase-inactive mutant ( [GENE] kd ) into hela cells and immunoprecipitated the proteins by using anti-gfp antibodies"
462,0,fig. 9  c shows the characteristic mann ii staining pattern of mef cells [EXPE] with active mkk and wild-type erk2 and the reversal with expression of [GENE] ( tef ) mutant
463,1,"quantitative [EXPE] in transiently tp53 or [GENE] depleted hfks confirms that down-regulation of rad51b , msh2 and xrcc4 occur in a tp53-dependent manner in both transiently and stably tp53 depleted cells ( figure  5g  and figure s13c–e )"
464,1,"The perturbed mitotic phenotypes after [GENE] [EXPE] ( loss of MT stability and chromosome alignment defects ) are reminiscent of the reported mitotic phenotypes upon increasing MCAK activity via overexpression (  Maney et al. , 1998 ;  Moore and Wordeman , 2004 ;  Zhang et al. , 2011  ) , suggesting that GTSE1 may normally attenuate MCAK activity , which becomes unregulated and hyperactive upon loss of GTSE1."
465,1,Furthermore  we visualized  [GENE]  expression via  in situ  [EXPE] 
466,1,Our [EXPE] analysis detected a physical interaction between MCRS1 and [GENE] (  Fig 1C  ) 
467,1,To support RNF20/40-mediated [GENE] monoubiquitination  an  in vitro  ubiquitination [EXPE] was performed 
468,1,Depletion of [GENE] prevented mitotic arrest but could be [EXPE] by expression of a wild-type GFP-BubR1 transgene 
469,0,"in contrast , cep152 was no longer observed at the mtocs following plk4 [EXPE] ( n = 8 ) , although it was still found in interphase nuclei and over the mitotic spindle , indicating that [GENE] requires plk4 to localize to the mtocs"
