Symbols,Score
DLG4,0.417
DLG5,0.403
DLGAP1,0.324
DLGAP2,0.382
DLGAP3,0.329
DLGAP4,0.314
DLGAP5,0.539
DLK1,0.347
DLK2,0.23
DLL1,0.319
DLL3,0.244
DLL4,0.28
DLST,0.426
DLX1,0.322
DLX2,0.336
DLX3,0.395
DLX4,0.342
DLX5,0.343
DLX6,0.317
DMAC1,0.231
DMAC2,0.301
DMAC2L,0.272
DMAP1,0.463
DMBT1,0.366
DMBX1,0.327
DMC1,0.471
DMD,0.422
DMGDH,0.342
DMKN,0.262
DMP1,0.388
DMPK,0.522
DMRT1,0.416
DMRT2,0.332
DMRT3,0.368
DMRTA1,0.342
DMRTA2,0.364
DMRTB1,0.32
DMRTC1,0.31
DMRTC1B,0.31
DMRTC2,0.41
DMTF1,0.375
DMTN,0.442
DMWD,0.257
DMXL1,0.191
DMXL2,0.256
DNA2,0.412
DNAAF1,0.474
DNAAF10,0.229
DNAAF11,0.449
DNAAF2,0.459
DNAAF3,0.33
DNAAF4,0.508
DNAAF5,0.407
DNAAF6,0.444
DNAAF9,0.271
DNAH1,0.456
DNAH10,0.487
DNAH11,0.407
DNAH12,0.408
DNAH14,0.487
DNAH17,0.443
DNAH2,0.441
DNAH3,0.436
DNAH5,0.484
DNAH6,0.453
DNAH7,0.493
DNAH8,0.47
DNAH9,0.481
DNAI1,0.465
DNAI2,0.48
DNAI3,0.376
DNAI4,0.398
DNAJA1,0.45
DNAJA2,0.449
DNAJA3,0.468
DNAJA4,0.477
DNAJB1,0.444
DNAJB11,0.419
DNAJB12,0.37
DNAJB13,0.487
DNAJB14,0.365
DNAJB2,0.423
DNAJB4,0.418
DNAJB5,0.423
DNAJB6,0.484
DNAJB7,0.128
DNAJB8,0.426
DNAJB9,0.464
DNAJC1,0.393
DNAJC10,0.404
DNAJC11,0.38
DNAJC12,0.339
DNAJC13,0.43
DNAJC14,0.265
DNAJC15,0.295
DNAJC16,0.202
DNAJC17,0.305
DNAJC18,0.3
DNAJC19,0.367
DNAJC2,0.455
DNAJC21,0.458
DNAJC22,0.057
DNAJC24,0.361
DNAJC25,0.243
DNAJC27,0.376
DNAJC28,0.368
DNAJC3,0.421
DNAJC30,0.336
DNAJC4,0.304
DNAJC5,0.37
DNAJC5B,0.221
DNAJC5G,0.075
DNAJC6,0.436
DNAJC7,0.483
DNAJC8,0.382
DNAJC9,0.448
DNAL1,0.473
DNAL4,0.453
DNALI1,0.456
DNASE1,0.35
DNASE1L1,0.305
DNASE1L2,0.346
DNASE1L3,0.318
DNASE2,0.295
DNASE2B,0.212
DND1,0.346
DNER,0.424
DNHD1,0.438
DNLZ,0.381
DNM1,0.437
DNM1L,0.41
DNM2,0.399
DNM3,0.418
DNMBP,0.407
DNMT1,0.385
DNMT3A,0.427
DNMT3B,0.328
DNMT3L,0.409
DNPEP,0.445
DNPH1,0.464
DNTT,0.47
DNTTIP1,0.43
DNTTIP2,0.307
DOC2A,0.406
DOC2B,0.359
DOCK1,0.421
DOCK10,0.384
DOCK11,0.378
DOCK2,0.385
DOCK3,0.413
DOCK4,0.446
DOCK5,0.416
DOCK6,0.34
DOCK7,0.389
DOCK8,0.372
DOCK9,0.388
DOHH,0.395
DOK1,0.423
DOK2,0.386
DOK3,0.341
DOK4,0.386
DOK5,0.283
DOK6,0.386
DOK7,0.385
DOLK,0.411
DOLPP1,0.266
DONSON,0.443
DOP1A,0.265
DOP1B,0.363
DOT1L,0.423
DPAGT1,0.375
DPCD,0.353
DPEP1,0.345
DPEP2,0.194
DPEP3,0.332
DPF1,0.42
DPF2,0.5
DPF3,0.417
DPH1,0.441
DPH2,0.397
DPH3,0.441
DPH5,0.284
DPH6,0.444
DPH7,0.218
DPM1,0.405
DPM2,0.365
DPM3,0.398
DPP10,0.303
DPP3,0.425
DPP4,0.363
DPP6,0.241
DPP7,0.327
DPP8,0.318
DPP9,0.419
DPPA2,0.269
DPPA3,0.38
DPPA4,0.38
DPPA5,0.312
DPRX,0.264
DPT,0.164
DPY19L1,0.251
DPY19L2,0.325
DPY19L3,0.246
DPY19L4,0.246
DPY30,0.487
DPYD,0.381
DPYS,0.354
DPYSL2,0.486
DPYSL3,0.422
DPYSL4,0.41
DPYSL5,0.408
DQX1,0.301
DR1,0.414
DRAM1,0.388
DRAM2,0.335
DRAP1,0.361
DRAXIN,0.27
DRC1,0.319
DRC3,0.247
DRC7,0.416
DRD1,0.287
DRD2,0.262
DRD3,0.265
DRD4,0.281
DRD5,0.253
DRG1,0.505
DRG2,0.519
DRGX,0.271
DRICH1,0.157
DROSHA,0.401
DRP2,0.271
DSC1,0.273
DSC2,0.334
DSC3,0.323
DSCAM,0.329
DSCAML1,0.323
DSCC1,0.448
DSE,0.348
DSEL,0.254
DSG1,0.404
DSG2,0.351
DSG3,0.334
DSG4,0.27
DSN1,0.531
DSP,0.429
DSPP,0.326
DST,0.479
DSTN,0.428
DSTYK,0.476
DTD1,0.387
DTD2,0.351
DTHD1,0.09
DTL,0.552
DTNA,0.375
DTNB,0.338
DTNBP1,0.408
DTX1,0.468
DTX2,0.476
DTX3,0.442
DTX3L,0.421
DTX4,0.355
DTYMK,0.412
DUOX1,0.349
DUOX2,0.347
DUOXA1,0.243
DUOXA2,0.413
DUS1L,0.141
DUS2,0.405
DUS3L,0.173
DUS4L,0.141
DUSP1,0.365
DUSP10,0.426
DUSP11,0.371
DUSP12,0.485
DUSP13B,0.316
DUSP14,0.268
DUSP15,0.439
DUSP16,0.4
DUSP18,0.385
DUSP19,0.391
DUSP2,0.444
DUSP21,0.44
DUSP22,0.403
DUSP23,0.468
DUSP26,0.436
DUSP28,0.171
DUSP29,0.39
DUSP3,0.428
DUSP4,0.442
DUSP5,0.477
DUSP6,0.398
DUSP7,0.484
DUSP8,0.391
DUSP9,0.48
DUT,0.421
DUX1,0.338
DUX3,0.242
DUX4,0.457
DUX5,0.265
DUXA,0.271
DUXB,0.265
DVL1,0.368
DVL2,0.452
DVL3,0.407
DXO,0.364
DYDC1,0.357
DYDC2,0.225
DYM,0.454
DYNAP,0.397
DYNC1H1,0.573
DYNC1I1,0.491
DYNC1I2,0.588
DYNC1LI1,0.536
DYNC1LI2,0.51
DYNC2H1,0.5
DYNC2I1,0.527
DYNC2I2,0.542
DYNC2LI1,0.475
DYNLL1,0.57
DYNLL2,0.498
DYNLRB1,0.478
DYNLRB2,0.393
DYNLT1,0.408
DYNLT2,0.288
DYNLT2B,0.531
DYNLT3,0.492
DYNLT4,0.416
DYNLT5,0.157
DYRK1A,0.609
DYRK1B,0.562
DYRK2,0.551
DYRK3,0.598
DYRK4,0.579
DYSF,0.394
DYTN,0.19
DZANK1,0.073
DZIP1,0.543
DZIP1L,0.533
DZIP3,0.435
E2F1,0.381
E2F2,0.407
E2F3,0.412
E2F4,0.491
E2F5,0.516
E2F6,0.422
E2F7,0.451
E2F8,0.485
E4F1,0.445
EAF1,0.432
EAF2,0.379
EAPP,0.276
EARS2,0.342
EBAG9,0.267
EBF1,0.4
EBF2,0.35
EBF3,0.334
EBF4,0.352
EBI3,0.335
EBNA1BP2,0.354
EBP,0.343
EBPL,0.251
ECD,0.464
ECE1,0.381
ECE2,0.288
ECEL1,0.258
ECH1,0.416
ECHDC1,0.252
ECHDC2,0.236
ECHDC3,0.248
ECHS1,0.361
ECI1,0.264
ECI2,0.455
ECM1,0.331
ECM2,0.219
ECPAS,0.491
ECRG4,0.275
ECSCR,0.45
ECSIT,0.459
ECT2,0.441
ECT2L,0.1
EDA,0.407
EDA2R,0.345
EDAR,0.336
EDARADD,0.422
EDC3,0.47
EDC4,0.473
EDDM13,0.059
EDDM3A,0.075
EDDM3B,0.222
EDEM1,0.397
EDEM2,0.345
EDEM3,0.306
EDF1,0.469
EDIL3,0.217
EDN1,0.242
EDN2,0.218
EDN3,0.283
EDNRA,0.293
EDNRB,0.287
EDRF1,0.211
EEA1,0.431
EED,0.447
EEF1A1,0.471
EEF1A2,0.386
EEF1AKMT1,0.363
EEF1AKMT2,0.387
EEF1AKMT3,0.476
EEF1AKMT4,0.139
EEF1B2,0.428
EEF1D,0.476
EEF1E1,0.478
EEF1G,0.431
EEF2,0.403
EEF2K,0.443
EEF2KMT,0.444
EEFSEC,0.356
EEIG1,0.157
EEPD1,0.123
EFCAB10,0.064
EFCAB11,0.064
EFCAB12,0.167
EFCAB14,0.064
EFCAB2,0.334
EFCAB3,0.064
EFCAB5,0.064
EFCAB6,0.237
EFCAB7,0.239
EFCAB8,0.064
EFCAB9,0.064
EFCC1,0.064
EFEMP1,0.317
EFEMP2,0.271
EFHB,0.064
EFHC1,0.52
EFHC2,0.193
EFHD1,0.276
EFHD2,0.162
EFL1,0.365
EFNA1,0.33
EFNA2,0.342
EFNA3,0.37
EFNA4,0.376
EFNA5,0.333
EFNB1,0.456
EFNB2,0.353
EFNB3,0.358
EFR3A,0.285
EFR3B,0.404
EFS,0.439
EFTUD2,0.434
EGF,0.358
EGFL6,0.261
EGFL7,0.292
EGFL8,0.298
EGFLAM,0.237
EGFR,0.383
EGLN1,0.377
EGLN2,0.378
EGLN3,0.438
EGR1,0.304
EGR2,0.392
EGR3,0.255
EGR4,0.28
EHBP1,0.267
EHBP1L1,0.289
EHD1,0.457
EHD2,0.5
EHD3,0.453
EHD4,0.47
EHF,0.344
EHHADH,0.42
EHMT1,0.466
EHMT2,0.445
EI24,0.331
EID1,0.458
EID2,0.417
EID2B,0.424
EID3,0.486
EIF1,0.41
EIF1AD,0.379
EIF1AX,0.395
EIF1AY,0.23
EIF1B,0.281
EIF2A,0.446
EIF2AK1,0.461
EIF2AK2,0.48
EIF2AK3,0.486
EIF2AK4,0.376
EIF2B1,0.451
EIF2B2,0.457
EIF2B3,0.422
EIF2B4,0.428
EIF2B5,0.413
EIF2D,0.372
EIF2S1,0.419
EIF2S2,0.436
EIF2S3,0.443
EIF2S3B,0.379
EIF3A,0.491
EIF3B,0.422
EIF3C,0.429
EIF3CL,0.379
EIF3D,0.4
EIF3E,0.493
EIF3F,0.452
EIF3G,0.456
EIF3H,0.458
EIF3I,0.433
EIF3J,0.435
EIF3K,0.458
EIF3L,0.48
EIF3M,0.455
EIF4A1,0.426
EIF4A2,0.407
EIF4A3,0.381
EIF4B,0.407
EIF4E,0.447
EIF4E1B,0.331
EIF4E2,0.425
EIF4E3,0.338
EIF4EBP1,0.45
EIF4EBP2,0.361
EIF4EBP3,0.381
EIF4ENIF1,0.443
EIF4G1,0.436
EIF4G2,0.423
EIF4G3,0.336
EIF4H,0.407
EIF5,0.458
EIF5A,0.381
EIF5A2,0.404
EIF5AL1,0.283
EIF5B,0.434
EIF6,0.432
EIPR1,0.257
ELAC1,0.322
ELAC2,0.343
ELANE,0.302
ELAPOR1,0.374
ELAPOR2,0.057
ELAVL1,0.422
ELAVL2,0.354
ELAVL3,0.174
ELAVL4,0.144
ELF1,0.367
ELF2,0.46
ELF3,0.406
ELF4,0.381
ELF5,0.325
ELFN1,0.192
ELFN2,0.129
ELK1,0.37
ELK3,0.375
ELK4,0.436
ELL,0.419
ELL2,0.361
ELL3,0.405
ELMO1,0.424
ELMO2,0.407
ELMO3,0.374
ELMOD1,0.285
ELMOD2,0.122
ELMOD3,0.41
ELN,0.256
ELOA,0.356
ELOA2,0.357
ELOB,0.497
ELOC,0.44
ELOF1,0.355
ELOVL1,0.329
ELOVL2,0.328
ELOVL3,0.329
ELOVL4,0.307
ELOVL5,0.322
ELOVL6,0.323
ELOVL7,0.33
ELP1,0.513
ELP2,0.383
ELP3,0.451
ELP4,0.421
ELP5,0.437
ELP6,0.373
ELSPBP1,0.25
EMB,0.281
EMC1,0.208
EMC10,0.216
EMC2,0.423
EMC3,0.271
EMC4,0.208
EMC6,0.378
EMC7,0.28
EMC8,0.415
EMC9,0.346
EMCN,0.152
EMD,0.492
EME1,0.441
EME2,0.404
EMG1,0.471
EMID1,0.22
EMILIN1,0.283
EMILIN2,0.236
EMILIN3,0.24
EML1,0.571
EML2,0.496
EML3,0.47
EML4,0.492
EML5,0.408
EML6,0.366
EMP1,0.376
EMP2,0.411
EMP3,0.383
EMSY,0.423
EMX1,0.424
EMX2,0.358
EN1,0.262
EN2,0.377
ENAH,0.469
ENAM,0.41
ENC1,0.534
ENDOD1,0.311
ENDOG,0.348
ENDOU,0.339
ENDOV,0.352
ENG,0.302
ENGASE,0.34
ENHO,0.239
ENKD1,0.389
ENKUR,0.28
ENO1,0.399
ENO2,0.355
ENO3,0.352
ENO4,0.272
ENOPH1,0.327
ENOSF1,0.288
ENOX1,0.326
ENOX2,0.323
ENPEP,0.37
ENPP1,0.363
ENPP2,0.302
ENPP3,0.319
ENPP4,0.246
ENPP5,0.282
ENPP6,0.226
ENPP7,0.318
ENSA,0.434
ENTPD1,0.318
ENTPD2,0.321
ENTPD3,0.317
ENTPD4,0.246
ENTPD5,0.339
ENTPD6,0.252
ENTPD7,0.233
ENTPD8,0.272
ENTR1,0.483
ENTREP1,0.214
ENTREP2,0.057
ENTREP3,0.272
ENY2,0.414
EOGT,0.278
EOLA1,0.157
EOMES,0.338
EP300,0.399
EP400,0.472
EPAS1,0.435
EPB41,0.508
EPB41L1,0.519
EPB41L2,0.5
EPB41L3,0.428
EPB41L4A,0.454
EPB41L4B,0.451
EPB41L5,0.4
EPB42,0.552
EPC1,0.403
EPC2,0.242
EPCAM,0.374
EPDR1,0.137
EPG5,0.261
EPGN,0.316
EPHA1,0.41
EPHA10,0.444
EPHA2,0.358
EPHA3,0.417
EPHA4,0.405
EPHA5,0.424
EPHA6,0.447
EPHA7,0.399
EPHA8,0.397
EPHB1,0.425
EPHB2,0.413
EPHB3,0.411
EPHB4,0.494
EPHB6,0.461
EPHX1,0.234
EPHX2,0.329
EPHX3,0.297
EPHX4,0.11
EPM2A,0.341
EPM2AIP1,0.371
EPN1,0.459
EPN2,0.432
EPN3,0.444
EPO,0.276
EPOP,0.438
EPOR,0.376
EPPIN,0.309
EPPK1,0.445
EPRS1,0.461
EPS15,0.448
EPS15L1,0.455
EPS8,0.353
EPS8L1,0.421
EPS8L2,0.395
EPS8L3,0.414
EPX,0.26
EPYC,0.172
EQTN,0.241
ERAL1,0.473
ERAP1,0.383
ERAP2,0.325
ERAS,0.282
ERBB2,0.479
ERBB3,0.437
ERBB4,0.463
ERBIN,0.386
ERC1,0.443
ERC2,0.402
ERCC1,0.38
ERCC2,0.464
ERCC3,0.43
ERCC4,0.398
ERCC5,0.4
ERCC6,0.392
ERCC6L,0.484
ERCC6L2,0.444
ERCC8,0.434
EREG,0.345
ERF,0.401
ERFE,0.26
ERFL,0.267
ERG,0.44
ERG28,0.333
ERGIC1,0.4
ERGIC2,0.438
ERGIC3,0.248
ERH,0.397
ERI1,0.426
ERI2,0.158
ERI3,0.135
ERICH2,0.157
ERLEC1,0.367
ERLIN1,0.336
ERLIN2,0.442
ERMAP,0.37
ERMARD,0.305
ERMN,0.409
ERMP1,0.29
ERN1,0.498
ERN2,0.446
ERO1A,0.384
ERO1B,0.397
ERP27,0.425
ERP29,0.375
ERP44,0.407
ERRFI1,0.371
ERV3-1,0.141
ERVFRD-1,0.223
ERVMER34-1,0.152
ERVV-1,0.057
ERVV-2,0.057
ERVW-1,0.225
ESAM,0.183
ESCO1,0.433
ESCO2,0.476
ESD,0.413
ESF1,0.335
ESM1,0.256
ESPL1,0.523
ESPN,0.391
ESPNL,0.381
ESR1,0.399
ESR2,0.374
ESRP1,0.392
ESRP2,0.313
ESRRA,0.416
ESRRB,0.363
ESRRG,0.331
ESS2,0.385
ESX1,0.343
ESYT1,0.413
ESYT2,0.395
ESYT3,0.372
ETAA1,0.37
ETF1,0.428
ETFA,0.4
ETFB,0.423
ETFBKMT,0.407
ETFDH,0.317
ETFRF1,0.363
ETHE1,0.351
ETNK1,0.539
ETNK2,0.428
ETNPPL,0.278
ETS1,0.347
ETS2,0.428
ETV1,0.357
ETV2,0.307
ETV3,0.365
ETV3L,0.307
ETV4,0.432
ETV5,0.372
ETV6,0.426
ETV7,0.394
EVA1A,0.362
EVA1B,0.204
EVA1C,0.227
EVC,0.343
EVC2,0.378
EVI2A,0.092
EVI2B,0.216
EVI5,0.473
EVI5L,0.295
EVL,0.474
EVPL,0.481
EVPLL,0.415
EVX1,0.289
EVX2,0.282
EWSR1,0.499
EXD1,0.394
EXD2,0.377
EXD3,0.232
EXO1,0.38
EXO5,0.394
EXOC1,0.391
EXOC2,0.403
EXOC3,0.438
EXOC3L1,0.331
EXOC3L2,0.299
EXOC3L4,0.287
EXOC4,0.42
EXOC5,0.421
EXOC6,0.404
EXOC6B,0.32
EXOC7,0.478
EXOC8,0.425
EXOG,0.291
EXOSC1,0.48
EXOSC10,0.427
EXOSC2,0.43
EXOSC3,0.429
EXOSC4,0.445
EXOSC5,0.446
EXOSC6,0.382
EXOSC7,0.402
EXOSC8,0.442
EXOSC9,0.412
EXPH5,0.281
EXT1,0.38
EXT2,0.406
EXTL1,0.291
EXTL2,0.322
EXTL3,0.354
EYA1,0.396
EYA2,0.47
EYA3,0.483
EYA4,0.423
EYS,0.165
EZH1,0.352
EZH2,0.367
EZHIP,0.185
EZR,0.458
F10,0.379
F11,0.305
F11R,0.325
F12,0.339
F13A1,0.289
F13B,0.118
F2,0.312
F2R,0.307
F2RL1,0.288
F2RL2,0.305
F2RL3,0.244
F3,0.311
F5,0.406
F7,0.284
F8,0.373
F8A1,0.376
F8A2,0.376
F8A3,0.376
F9,0.368
FA2H,0.32
FAAH,0.364
FAAH2,0.282
FAAP100,0.484
FAAP20,0.472
FAAP24,0.423
FABP1,0.359
FABP12,0.311
FABP2,0.352
FABP3,0.322
FABP4,0.369
FABP5,0.407
FABP6,0.357
FABP7,0.381
FABP9,0.37
FADD,0.352
FADS1,0.305
FADS2,0.246
FADS3,0.275
FADS6,0.152
FAF1,0.46
FAF2,0.433
FAH,0.338
FAHD1,0.356
FAHD2A,0.093
FAHD2B,0.093
FAIM,0.376
FAIM2,0.276
FAM107A,0.451
FAM110A,0.44
FAM110B,0.327
FAM110C,0.479
FAM111A,0.428
FAM111B,0.157
FAM114A1,0.423
FAM114A2,0.21
FAM117B,0.157
FAM118A,0.249
FAM118B,0.367
FAM120A,0.337
FAM120B,0.402
FAM120C,0.242
FAM124A,0.157
FAM124B,0.367
FAM131A,0.059
FAM131B,0.394
FAM131C,0.157
FAM133A,0.157
FAM133B,0.071
FAM135A,0.082
FAM135B,0.082
FAM136A,0.199
FAM13A,0.28
FAM13B,0.28
FAM13C,0.157
FAM151A,0.209
FAM151B,0.157
FAM156A,0.324
FAM156B,0.324
FAM161A,0.528
FAM161B,0.471
FAM162A,0.393
FAM162B,0.057
FAM163A,0.057
FAM163B,0.204
FAM167A,0.157
FAM168A,0.188
FAM168B,0.224
FAM169A,0.151
FAM170A,0.284
FAM170B,0.321
FAM171A1,0.057
FAM171A2,0.057
FAM171B,0.057
FAM174A,0.057
FAM174B,0.057
FAM174C,0.205
FAM180A,0.059
FAM180B,0.057
FAM184A,0.256
FAM185A,0.203
FAM186B,0.059
FAM187A,0.057
FAM187B,0.057
FAM193B,0.272
FAM199X,0.157
FAM200A,0.332
FAM200B,0.185
FAM200C,0.326
FAM204A,0.157
FAM209A,0.3
FAM209B,0.194
FAM20A,0.35
FAM20B,0.487
FAM20C,0.492
FAM210A,0.338
FAM210B,0.218
FAM217B,0.263
FAM220A,0.183
FAM222B,0.185
FAM234A,0.252
FAM234B,0.057
FAM237A,0.057
FAM241A,0.231
FAM241B,0.204
FAM24A,0.059
FAM24B,0.059
FAM32A,0.45
FAM3A,0.17
FAM3B,0.193
FAM3C,0.361
FAM3D,0.177
FAM47E,0.316
FAM50A,0.297
FAM50B,0.318
FAM53A,0.183
FAM53B,0.229
FAM53C,0.157
FAM72A,0.406
FAM72B,0.269
FAM72C,0.269
FAM72D,0.269
FAM76A,0.185
FAM76B,0.305
FAM81B,0.324
FAM83A,0.389
FAM83B,0.356
FAM83C,0.095
FAM83D,0.456
FAM83E,0.095
FAM83G,0.403
FAM83H,0.391
FAM86B1,0.095
FAM86B2,0.264
FAM89B,0.317
FAM8A1,0.057
FAM90A1,0.157
FAM91A1,0.378
FAM98A,0.413
FAM98B,0.505
FAM98C,0.165
FAM9A,0.448
FAM9B,0.42
FAM9C,0.394
FAN1,0.397
FANCA,0.463
FANCB,0.361
FANCC,0.467
FANCD2,0.468
FANCE,0.343
FANCF,0.424
FANCG,0.532
FANCI,0.481
FANCL,0.488
FANCM,0.442
FANK1,0.465
FAP,0.397
FAR1,0.273
FAR2,0.271
FARP1,0.431
FARP2,0.455
FARS2,0.44
FARSA,0.473
FARSB,0.476
FAS,0.404
FASLG,0.346
FASN,0.382
FASTK,0.542
FASTKD1,0.403
FASTKD2,0.461
FASTKD3,0.489
FASTKD5,0.502
FAT1,0.384
FAT2,0.27
FAT3,0.249
FAT4,0.329
FATE1,0.364
FAXC,0.057
FAXDC2,0.244
FBF1,0.568
FBH1,0.367
FBL,0.507
FBLIM1,0.467
FBLL1,0.378
FBLN1,0.308
FBLN2,0.23
FBLN5,0.295
FBLN7,0.161
FBN1,0.363
FBN2,0.258
FBN3,0.113
FBP1,0.421
FBP2,0.456
FBRS,0.176
FBRSL1,0.071
FBXL12,0.549
FBXL13,0.428
FBXL14,0.465
FBXL15,0.527
FBXL16,0.355
FBXL17,0.487
FBXL18,0.476
FBXL19,0.437
FBXL2,0.448
FBXL20,0.399
FBXL22,0.431
FBXL3,0.468
FBXL4,0.395
FBXL5,0.433
FBXL6,0.267
FBXL7,0.524
FBXL8,0.437
FBXO10,0.482
FBXO11,0.549
FBXO15,0.348
FBXO17,0.442
FBXO2,0.48
FBXO21,0.382
FBXO22,0.473
FBXO24,0.375
FBXO25,0.378
FBXO27,0.442
FBXO28,0.344
FBXO3,0.469
FBXO30,0.363
FBXO31,0.506
FBXO32,0.491
FBXO33,0.335
FBXO34,0.157
FBXO38,0.274
FBXO39,0.167
FBXO4,0.422
FBXO40,0.437
FBXO41,0.348
FBXO42,0.157
FBXO43,0.362
FBXO44,0.443
FBXO45,0.396
FBXO46,0.157
FBXO48,0.326
FBXO5,0.504
FBXO6,0.465
FBXO7,0.478
FBXO8,0.273
FBXO9,0.484
FBXW10,0.348
FBXW10B,0.205
FBXW11,0.512
FBXW12,0.348
FBXW2,0.465
FBXW4,0.441
FBXW5,0.526
FBXW7,0.455
FBXW8,0.504
FBXW9,0.471
FCAMR,0.19
FCAR,0.261
FCER1A,0.269
FCER1G,0.276
FCER2,0.336
FCF1,0.334
FCGBP,0.198
FCGR1A,0.327
FCGR2A,0.324
FCGR2B,0.254
FCGR2C,0.376
FCGR3A,0.246
FCGR3B,0.243
FCGRT,0.286
FCHO1,0.532
FCHO2,0.497
FCHSD1,0.212
FCHSD2,0.334
FCMR,0.127
FCN1,0.344
FCN2,0.287
FCN3,0.268
FCRL1,0.236
FCRL2,0.359
FCRL3,0.315
FCRL4,0.316
FCRL5,0.173
FCRL6,0.338
FCRLA,0.295
FCRLB,0.247
FCSK,0.391
FDCSP,0.059
FDFT1,0.341
FDPS,0.351
FDX1,0.281
FDX2,0.35
FDXACB1,0.369
FDXR,0.291
FECH,0.322
FEM1A,0.385
FEM1B,0.517
FEM1C,0.476
FEN1,0.394
FER,0.481
FER1L5,0.205
FER1L6,0.081
FERD3L,0.377
FERMT1,0.336
FERMT2,0.461
FERMT3,0.338
FES,0.57
FETUB,0.195
FEV,0.324
FEZ1,0.476
FEZ2,0.4
FEZF1,0.33
FEZF2,0.286
FFAR1,0.271
FFAR2,0.308
FFAR3,0.25
FFAR4,0.305
FGA,0.35
FGB,0.326
FGD1,0.45
FGD2,0.487
FGD3,0.448
FGD4,0.453
FGD5,0.49
FGD6,0.441
FGF1,0.425
FGF10,0.327
FGF11,0.232
FGF12,0.322
FGF13,0.448
FGF14,0.36
FGF16,0.339
FGF17,0.354
FGF18,0.392
FGF19,0.341
FGF2,0.335
FGF20,0.381
FGF21,0.275
FGF22,0.471
FGF23,0.379
FGF3,0.396
FGF4,0.336
FGF5,0.352
FGF6,0.376
FGF7,0.396
FGF8,0.323
FGF9,0.359
FGFBP1,0.34
FGFBP2,0.222
FGFBP3,0.227
FGFR1,0.433
FGFR1OP2,0.47
FGFR2,0.38
FGFR3,0.47
FGFR4,0.444
FGFRL1,0.382
FGG,0.352
FGGY,0.265
FGL1,0.039
FGL2,0.244
FGR,0.52
FH,0.382
FHDC1,0.444
FHIP1B,0.388
FHIT,0.504
FHL1,0.481
FHL2,0.397
FHL3,0.446
FHL5,0.359
FHOD1,0.486
FHOD3,0.427
FIBCD1,0.247
FIBIN,0.324
FIBP,0.355
FICD,0.445
FIG4,0.415
FIGLA,0.371
FIGN,0.547
FIGNL1,0.483
FIGNL2,0.389
FILIP1,0.353
FILIP1L,0.346
FIP1L1,0.345
FIS1,0.32
FITM1,0.326
FITM2,0.326
FIZ1,0.349
FJX1,0.119
FKBP10,0.323
FKBP11,0.205
FKBP14,0.323
FKBP15,0.364
FKBP1A,0.422
FKBP1B,0.337
FKBP1C,0.335
FKBP2,0.413
FKBP3,0.399
FKBP4,0.515
FKBP5,0.481
FKBP6,0.496
FKBP7,0.39
FKBP8,0.446
FKBP9,0.351
FKBPL,0.342
FKRP,0.437
FKTN,0.437
FLACC1,0.344
FLAD1,0.488
FLCN,0.387
FLG,0.487
FLG2,0.345
FLI1,0.4
FLII,0.526
FLNA,0.43
FLNB,0.509
FLNC,0.548
FLOT1,0.385
FLOT2,0.395
FLRT1,0.381
FLRT2,0.324
FLRT3,0.387
FLT1,0.439
FLT3,0.462
FLT3LG,0.351
FLT4,0.441
FLVCR1,0.36
FLVCR2,0.219
FLYWCH1,0.34
FLYWCH2,0.193
FMC1,0.385
FMN1,0.416
FMN2,0.466
FMNL1,0.455
FMNL2,0.414
FMNL3,0.486
FMO1,0.364
FMO2,0.304
FMO3,0.382
FMO4,0.284
FMO5,0.347
FMOD,0.263
FMR1,0.382
FMR1NB,0.057
FN1,0.404
FN3K,0.401
FN3KRP,0.374
FNBP1,0.544
FNBP1L,0.529
FNBP4,0.305
FNDC1,0.165
FNDC10,0.057
FNDC11,0.157
FNDC3A,0.359
FNDC3B,0.122
FNDC4,0.234
FNDC5,0.33
FNDC7,0.059
FNDC8,0.183
FNDC9,0.057
FNIP1,0.411
FNIP2,0.46
FNTA,0.487
FNTB,0.454
FOCAD,0.199
FOLH1,0.373
FOLR1,0.371
FOLR2,0.291
FOLR3,0.282
FOS,0.323
FOSB,0.308
FOSL1,0.343
FOSL2,0.387
FOXA1,0.384
FOXA2,0.345
FOXA3,0.415
FOXB1,0.352
FOXB2,0.317
FOXC1,0.334
FOXC2,0.356
FOXD1,0.278
FOXD2,0.305
FOXD3,0.391
FOXD4,0.316
FOXD4L1,0.317
FOXD4L3,0.317
FOXD4L4,0.317
FOXD4L5,0.317
FOXD4L6,0.391
FOXE1,0.296
FOXE3,0.333
FOXF1,0.297
FOXF2,0.357
FOXG1,0.355
FOXH1,0.372
FOXI1,0.36
FOXI2,0.317
FOXI3,0.317
FOXJ1,0.323
FOXJ2,0.388
FOXJ3,0.253
FOXK1,0.448
FOXK2,0.362
FOXL1,0.333
FOXL2,0.359
FOXL2NB,0.208
FOXL3,0.267
FOXM1,0.385
FOXN1,0.275
FOXN2,0.398
FOXN3,0.395
FOXN4,0.345
FOXO1,0.348
FOXO3,0.336
FOXO4,0.454
FOXO6,0.359
FOXP1,0.338
FOXP2,0.342
FOXP3,0.283
FOXP4,0.349
FOXQ1,0.286
FOXR1,0.347
FOXR2,0.349
FOXRED1,0.335
FOXRED2,0.375
FOXS1,0.287
FPGS,0.417
FPGT,0.357
FPR1,0.341
FPR2,0.303
FPR3,0.225
